ID,Place (x),Knowledge (y),Action (z),K5Number,K5Name,K5Distance
2339,-1.20395,-0.31417,-0.12921,1,Ecospirituality,0.84029
2341,-1.66352,-2.01389,1.46401,1,Ecospirituality,1.70431
2344,-1.88461,-1.34598,1.10460,1,Ecospirituality,1.26460
2348,-0.31987,-1.36325,0.55428,1,Ecospirituality,0.78234
2353,-0.01301,-1.86590,0.73085,1,Ecospirituality,1.37403
2357,0.17107,-1.20887,0.03423,1,Ecospirituality,1.20602
2359,-1.36141,-0.76248,-0.30142,1,Ecospirituality,0.85019
2362,-0.26088,-0.16579,0.17008,1,Ecospirituality,1.01298
2363,-0.01278,-1.43583,-0.36268,1,Ecospirituality,1.32066
2374,-0.87437,-1.13970,-0.78246,1,Ecospirituality,1.22773
2381,-1.05563,-0.08513,0.14525,1,Ecospirituality,0.85790
2390,-0.64119,-0.84722,-0.52949,1,Ecospirituality,0.99041
2392,-1.57764,-0.49559,-0.50501,1,Ecospirituality,1.19602
2401,-0.15049,-1.42145,0.06219,1,Ecospirituality,1.00648
2407,-0.71929,-1.51130,1.57910,1,Ecospirituality,1.33383
2417,-0.78391,-0.67445,-0.44981,1,Ecospirituality,0.90511
2424,-0.00623,-0.38820,0.49196,1,Ecospirituality,1.04975
2425,-1.02133,-0.93343,0.51766,1,Ecospirituality,0.14488
2427,-0.59695,-0.53242,0.49303,1,Ecospirituality,0.49056
2435,-0.62942,-0.85871,0.60238,1,Ecospirituality,0.35068
2449,-2.02423,-0.40389,-0.68064,1,Ecospirituality,1.62701
2452,-0.56289,-1.54168,0.55630,1,Ecospirituality,0.76045
2461,-0.88765,-1.02097,0.15849,1,Ecospirituality,0.29418
2463,-0.43517,-1.10784,0.45234,1,Ecospirituality,0.53914
2475,-1.98654,-0.77741,-0.16766,1,Ecospirituality,1.21633
2503,-0.41556,-1.02046,-0.38219,1,Ecospirituality,0.95857
2533,-0.83889,-0.93564,0.36703,1,Ecospirituality,0.11184
2548,-0.23567,-1.08664,1.16395,1,Ecospirituality,1.03571
2550,-0.70267,-2.04662,0.14340,1,Ecospirituality,1.21143
2551,-0.45988,-0.82589,0.26878,1,Ecospirituality,0.49371
2552,-0.68393,-0.65346,-0.32824,1,Ecospirituality,0.81906
2557,0.11578,-0.69136,0.12302,1,Ecospirituality,1.10080
2559,-1.48399,-0.45554,0.54380,1,Ecospirituality,0.71690
2561,-2.17380,-1.23800,0.40291,1,Ecospirituality,1.29570
2563,-0.96509,-0.21917,0.51527,1,Ecospirituality,0.67711
2566,-0.43898,-0.81515,1.00942,1,Ecospirituality,0.76973
2567,-1.75223,-2.66921,2.03677,1,Ecospirituality,2.54448
2578,-1.20497,-0.66761,0.07709,1,Ecospirituality,0.49252
2590,-0.94367,-0.60994,2.14561,1,Ecospirituality,1.74985
2636,-1.99374,0.03710,-0.69641,1,Ecospirituality,1.79933
2647,-0.84006,-1.21284,-0.42927,1,Ecospirituality,0.91154
2681,-1.63784,-0.12301,-0.62720,1,Ecospirituality,1.47795
2682,-1.63650,-0.32408,0.23998,1,Ecospirituality,0.92426
2688,-0.75899,-0.69731,0.82472,1,Ecospirituality,0.47932
2704,-1.20065,-1.08000,-0.95621,1,Ecospirituality,1.41451
2713,-1.06141,-3.19465,2.61523,1,Ecospirituality,3.18835
2726,-0.84301,-0.91168,0.78102,1,Ecospirituality,0.37309
2730,-0.55765,-1.47287,1.60152,1,Ecospirituality,1.37050
2732,-1.27381,-1.91789,0.91716,1,Ecospirituality,1.19590
2754,-1.39427,-0.50408,0.11088,1,Ecospirituality,0.67887
2755,-0.52076,-1.22438,-0.18960,1,Ecospirituality,0.80427
2765,-0.73565,-1.14567,0.03973,1,Ecospirituality,0.49582
2766,-0.16645,-0.44390,0.08802,1,Ecospirituality,0.94006
2784,-1.17517,-0.84817,1.14120,1,Ecospirituality,0.76576
2790,-0.23803,-2.43185,1.82581,1,Ecospirituality,2.19963
2805,-1.26436,-1.94347,0.82383,1,Ecospirituality,1.18008
2811,-1.16732,-1.01097,-0.02327,1,Ecospirituality,0.51767
2824,0.14252,-0.96940,0.15872,1,Ecospirituality,1.10287
2835,-2.15362,-0.78200,-0.31434,1,Ecospirituality,1.43318
2842,-0.81785,-0.24917,1.18884,1,Ecospirituality,1.00702
2844,-0.66491,-0.97369,0.62334,1,Ecospirituality,0.34318
2859,-0.69520,-0.30946,1.18041,1,Ecospirituality,0.98458
2867,-2.34387,-0.96774,1.61502,1,Ecospirituality,1.85698
2877,-0.55124,-0.49460,0.09583,1,Ecospirituality,0.63200
2882,-0.76636,-1.43619,1.16749,1,Ecospirituality,0.94209
2883,-1.97555,-0.58421,0.29902,1,Ecospirituality,1.09884
2897,-1.65748,-0.88109,0.53409,1,Ecospirituality,0.74033
2899,-0.32987,-0.10619,0.58748,1,Ecospirituality,0.99795
2901,-0.75460,-0.37391,1.47882,1,Ecospirituality,1.19123
2903,-0.10687,-0.36358,0.26190,1,Ecospirituality,0.98543
2904,-1.81333,-1.02318,2.14039,1,Ecospirituality,1.94198
2906,-1.25269,-0.50493,1.16866,1,Ecospirituality,0.90371
2908,-0.06275,-0.84825,0.36312,1,Ecospirituality,0.86624
2914,-0.57626,-0.02566,0.23469,1,Ecospirituality,0.94872
2915,-2.36445,-2.07975,-0.67928,1,Ecospirituality,2.16619
2920,-0.83524,-0.28227,0.99395,1,Ecospirituality,0.84082
2937,-1.70149,-0.56896,-0.21948,1,Ecospirituality,1.05322
2946,-1.26392,-0.30848,-0.65829,1,Ecospirituality,1.26831
2950,-1.01213,-1.98775,1.34595,1,Ecospirituality,1.44132
2956,-0.42206,-0.23541,0.38154,1,Ecospirituality,0.82564
2962,-1.08641,-0.61572,-0.63935,1,Ecospirituality,1.10366
2971,-0.80430,-0.11488,0.00132,1,Ecospirituality,0.88687
2999,-0.25911,-0.41836,0.15974,1,Ecospirituality,0.85593
3010,-1.03885,-1.32530,-0.93780,1,Ecospirituality,1.42908
3027,-0.43252,-0.68283,-0.19937,1,Ecospirituality,0.81687
3060,-0.18712,-0.20475,0.76672,1,Ecospirituality,1.06536
3061,-1.20099,-1.09773,1.09999,1,Ecospirituality,0.76442
3062,-0.46050,-0.90963,0.91092,1,Ecospirituality,0.67846
3065,-0.77143,-1.19646,-0.08931,1,Ecospirituality,0.61361
3073,-2.06465,-1.32179,0.96602,1,Ecospirituality,1.33568
3075,-1.53293,-1.56862,-0.33994,1,Ecospirituality,1.18560
3076,-0.06723,-0.75430,0.33830,1,Ecospirituality,0.87311
3079,-1.13956,-0.78921,0.30604,1,Ecospirituality,0.26042
3085,-0.67097,-0.61537,-0.25811,1,Ecospirituality,0.77258
3096,-1.62864,-1.22284,1.38235,1,Ecospirituality,1.23896
3098,-0.27290,-1.15149,1.56521,1,Ecospirituality,1.34617
3099,0.13936,-1.95021,0.28882,1,Ecospirituality,1.51009
3106,-2.56526,-0.57991,0.54598,1,Ecospirituality,1.67257
3112,0.02703,-1.95009,0.22707,1,Ecospirituality,1.43983
3113,-1.49856,-2.20364,-0.37732,1,Ecospirituality,1.64033
3114,-0.91316,-0.20426,0.22668,1,Ecospirituality,0.71029
3119,-0.31677,-1.28548,0.68705,1,Ecospirituality,0.77573
3120,-0.51588,-0.02412,0.99855,1,Ecospirituality,1.11889
3123,-0.32263,-0.61825,0.86996,1,Ecospirituality,0.80091
3125,-1.26252,-1.23830,0.32205,1,Ecospirituality,0.49483
3126,-0.23008,-0.94931,0.17692,1,Ecospirituality,0.73937
3128,-0.17646,-0.47666,0.14086,1,Ecospirituality,0.89915
3130,-1.55291,-0.07493,-0.02035,1,Ecospirituality,1.11632
3133,-0.53125,-1.84821,0.75289,1,Ecospirituality,1.09082
3134,-1.37741,-0.30182,1.07715,1,Ecospirituality,0.99075
3142,-0.25988,-1.48496,0.46424,1,Ecospirituality,0.89581
3144,-1.29712,-1.10239,0.46513,1,Ecospirituality,0.43082
3146,-1.14234,-0.89519,1.97514,1,Ecospirituality,1.57197
3162,-0.92666,-0.92771,0.01422,1,Ecospirituality,0.40582
3166,-1.13210,-0.21580,1.03417,1,Ecospirituality,0.93484
3171,-0.93413,-1.86449,1.31250,1,Ecospirituality,1.32410
3172,-1.37120,-0.70812,0.06189,1,Ecospirituality,0.59768
3173,-0.48082,-2.73967,-0.88933,1,Ecospirituality,2.30998
3174,-1.94561,-0.16670,-0.39683,1,Ecospirituality,1.49116
3178,-1.08422,-1.27783,2.62208,1,Ecospirituality,2.24372
3187,-0.56229,-1.11036,0.43493,1,Ecospirituality,0.42683
3191,-0.05591,-0.63545,0.28076,1,Ecospirituality,0.91670
3200,-0.41113,-1.01221,0.67767,1,Ecospirituality,0.59007
3204,-0.18598,-0.93398,1.24571,1,Ecospirituality,1.11137
3207,-1.09772,-0.20783,0.91725,1,Ecospirituality,0.86102
3210,-1.70179,-2.27706,1.53874,1,Ecospirituality,1.94583
3212,-0.49126,-0.87410,-0.43182,1,Ecospirituality,0.95491
3213,-0.39802,-0.64156,-0.03719,1,Ecospirituality,0.73973
3217,-1.90231,-0.49279,0.54345,1,Ecospirituality,1.06046
3254,-1.31968,-0.11626,0.62290,1,Ecospirituality,0.89021
3270,-0.54469,-0.72260,0.24196,1,Ecospirituality,0.45175
3273,-1.38092,-1.24739,2.32417,1,Ecospirituality,1.99218
3274,-0.10042,-0.83966,0.67658,1,Ecospirituality,0.86676
3278,-0.17046,-1.17075,-0.35635,1,Ecospirituality,1.11847
3293,-1.01015,-0.20910,1.16551,1,Ecospirituality,1.01328
3306,-0.30482,-1.42774,1.04789,1,Ecospirituality,1.03637
3310,0.01188,-0.60252,0.07220,1,Ecospirituality,1.03993
3318,-0.25608,-1.10678,0.55482,1,Ecospirituality,0.71814
3322,-3.28708,-0.43317,1.76365,1,Ecospirituality,2.75512
3323,-0.56693,-0.08853,0.11256,1,Ecospirituality,0.92839
3333,-1.57264,-0.72634,-0.21981,1,Ecospirituality,0.92241
3335,-0.01261,-0.08031,0.51309,1,Ecospirituality,1.22331
3339,-1.64312,-0.74471,1.12574,1,Ecospirituality,1.01740
3341,-0.79446,-0.75953,0.25794,1,Ecospirituality,0.24409
3343,-0.87098,-1.18487,1.91967,1,Ecospirituality,1.53160
3348,-1.42635,-0.93083,-0.41961,1,Ecospirituality,0.97654
3350,-1.02816,-1.23704,-0.39203,1,Ecospirituality,0.88794
3352,-1.25900,-0.39933,-0.34697,1,Ecospirituality,0.96693
3353,-0.21563,-0.26841,0.84151,1,Ecospirituality,1.03365
3356,-0.77883,-0.14815,2.40712,1,Ecospirituality,2.12733
3357,-1.93433,-0.75943,0.75697,1,Ecospirituality,1.07120
3359,-0.51719,-0.33581,0.85687,1,Ecospirituality,0.81546
3360,-0.56768,-1.11904,0.48230,1,Ecospirituality,0.43135
3361,-0.56679,-0.27603,0.71312,1,Ecospirituality,0.76875
3367,-0.62079,-2.88336,1.41176,1,Ecospirituality,2.24979
3370,-0.69218,-0.21874,0.65736,1,Ecospirituality,0.74845
3371,-1.01224,-0.19340,0.24744,1,Ecospirituality,0.72054
3374,-0.25406,-0.12189,0.18626,1,Ecospirituality,1.04539
3389,-1.82855,-0.29117,-0.13829,1,Ecospirituality,1.21654
3391,-1.94723,-0.37099,2.06818,1,Ecospirituality,2.00810
3396,-0.40130,-1.11700,1.81680,1,Ecospirituality,1.51141
3399,-0.55986,-0.63759,1.90905,1,Ecospirituality,1.55563
3401,-1.12772,-0.18832,0.13792,1,Ecospirituality,0.78027
3405,-1.00010,-0.46552,0.15034,1,Ecospirituality,0.50572
3407,-0.73903,-2.34232,0.34745,1,Ecospirituality,1.46789
3416,-2.54722,-1.83162,1.25635,1,Ecospirituality,2.05429
3417,-0.58558,-0.87059,-0.38086,1,Ecospirituality,0.86877
3418,-0.87604,-0.19059,0.34972,1,Ecospirituality,0.70270
3427,-0.15955,-1.78907,-0.46694,1,Ecospirituality,1.47746
3431,-0.55961,-0.99684,-0.08942,1,Ecospirituality,0.63551
3436,-0.22834,-0.66071,0.99068,1,Ecospirituality,0.93099
3439,-1.80863,-0.04351,-0.72749,1,Ecospirituality,1.67459
3443,-0.81956,-3.06259,1.49847,1,Ecospirituality,2.43039
3450,-1.72153,-0.40836,0.12586,1,Ecospirituality,0.97363
3462,-0.12777,-0.73677,0.13698,1,Ecospirituality,0.86002
3466,-0.48944,-0.42576,0.18778,1,Ecospirituality,0.67654
3491,-0.14217,-0.34874,0.09306,1,Ecospirituality,1.00574
3492,-0.26224,-0.95606,0.67401,1,Ecospirituality,0.71492
3496,-1.28304,-1.08774,-0.77293,1,Ecospirituality,1.25923
3499,-1.70895,-0.04398,1.33272,1,Ecospirituality,1.47025
3503,-0.65342,-0.09013,0.31460,1,Ecospirituality,0.84971
3508,-0.26278,-1.07762,0.21254,1,Ecospirituality,0.72003
3511,-1.41025,-1.00363,-0.86163,1,Ecospirituality,1.37304
3516,-0.50344,-1.80915,-0.20021,1,Ecospirituality,1.18718
3523,-0.89266,-1.68304,-1.04317,1,Ecospirituality,1.66383
3528,-1.08853,-0.79002,0.13944,1,Ecospirituality,0.33703
3529,-0.14518,-1.44096,1.12398,1,Ecospirituality,1.18914
3537,-1.27971,-0.42114,0.49890,1,Ecospirituality,0.59119
3541,-0.57028,-1.14418,-0.14432,1,Ecospirituality,0.71319
3549,-0.51032,-0.31077,0.31037,1,Ecospirituality,0.71974
3553,-1.11496,-0.32265,0.30262,1,Ecospirituality,0.60721
3557,-1.16275,-0.33613,0.88343,1,Ecospirituality,0.75970
3558,-0.69624,-0.45665,0.40982,1,Ecospirituality,0.48907
3566,-0.68194,-0.26383,0.63431,1,Ecospirituality,0.70444
3567,-0.12394,-0.94301,-0.08346,1,Ecospirituality,0.94784
3568,0.26183,-1.74112,-0.31086,1,Ecospirituality,1.63421
3570,0.06504,-1.40808,0.42510,1,Ecospirituality,1.11945
3586,0.06083,-0.39159,0.32423,1,Ecospirituality,1.10898
3589,-1.48597,-0.02026,-0.22523,1,Ecospirituality,1.21668
3593,-1.23857,-0.69513,-0.55241,1,Ecospirituality,1.03762
3597,-1.03185,-1.31715,-0.00741,1,Ecospirituality,0.61339
3602,-1.42222,-0.07081,1.69621,1,Ecospirituality,1.59609
3621,-1.03957,-0.28051,-0.21405,1,Ecospirituality,0.88412
3633,-0.20685,-0.78087,0.95551,1,Ecospirituality,0.90441
3640,-0.66979,-0.31604,-0.11922,1,Ecospirituality,0.82574
3660,-0.27543,-0.26309,0.09599,1,Ecospirituality,0.95818
3667,-1.10790,-0.27770,1.47123,1,Ecospirituality,1.23073
3671,-1.35634,-0.00293,-0.19842,1,Ecospirituality,1.16130
3680,-0.22992,-1.00296,-0.27875,1,Ecospirituality,0.99185
3682,-0.14845,-0.84480,0.29984,1,Ecospirituality,0.78800
3694,-0.58607,-0.01723,0.47040,1,Ecospirituality,0.93648
3695,-0.62631,-0.92608,-0.43258,1,Ecospirituality,0.90284
3707,-1.42963,-1.53401,0.22451,1,Ecospirituality,0.84139
3721,-0.58225,-1.30617,0.30900,1,Ecospirituality,0.55230
3727,-0.85467,-1.34933,-0.25363,1,Ecospirituality,0.81796
3733,-1.17900,-0.41125,1.13722,1,Ecospirituality,0.89911
3739,-0.88653,-1.32550,0.43744,1,Ecospirituality,0.43959
3742,-0.79354,-0.96469,1.89945,1,Ecospirituality,1.48925
3753,-0.07070,-1.90070,0.89264,1,Ecospirituality,1.40803
3763,-1.96332,-1.45559,-0.18703,1,Ecospirituality,1.32798
3766,-0.61002,-1.27438,-0.18304,1,Ecospirituality,0.78141
3783,-0.36464,-2.15502,-0.29766,1,Ecospirituality,1.55974
3789,-0.25487,-0.73208,0.74207,1,Ecospirituality,0.76168
3792,-0.33612,-1.75192,0.83147,1,Ecospirituality,1.12486
3825,-1.87732,0.03586,-0.28387,1,Ecospirituality,1.50031
3840,-1.59216,-2.86263,1.22795,1,Ecospirituality,2.23557
3851,-0.29769,-1.16457,1.75044,1,Ecospirituality,1.49891
3867,-0.91132,-1.01953,0.73396,1,Ecospirituality,0.34242
3872,0.00354,-1.64296,-0.30614,1,Ecospirituality,1.39961
3911,-1.61557,-1.01272,-0.27484,1,Ecospirituality,0.98527
3921,-0.67610,-0.50108,2.62821,1,Ecospirituality,2.25765
3926,-1.70993,-1.31632,-0.56905,1,Ecospirituality,1.33111
3938,-3.20760,-0.59831,1.51020,1,Ecospirituality,2.54576
3942,-0.79544,-0.50248,1.08455,1,Ecospirituality,0.78104
3944,-1.10358,-0.61449,-0.28479,1,Ecospirituality,0.77483
3952,-1.34703,-0.05602,-0.07845,1,Ecospirituality,1.05640
3964,-0.07310,-0.58185,0.16240,1,Ecospirituality,0.94191
3965,-0.15529,-0.35584,0.83683,1,Ecospirituality,1.02624
3970,-1.78919,-0.38870,2.51905,1,Ecospirituality,2.32550
3977,-0.58858,-1.65088,1.07793,1,Ecospirituality,1.06358
3982,-1.89654,-0.67095,1.90533,1,Ecospirituality,1.78895
3983,-1.07220,-0.29081,0.70673,1,Ecospirituality,0.67926
3984,-0.20403,-1.12283,0.28438,1,Ecospirituality,0.77115
3985,-0.34707,-0.55293,-0.16033,1,Ecospirituality,0.88459
3988,-0.57361,-1.54906,0.50779,1,Ecospirituality,0.75449
3995,-0.24690,-0.41079,0.33042,1,Ecospirituality,0.83497
