ID,Place (x),Knowledge (y),Action (z),K5Number,K5Name,K5Distance
1813,-1.41819,0.82897,-0.71837,5,Ecoscience,1.44115
1815,-1.07931,0.70572,-0.36486,5,Ecoscience,1.01716
1817,-0.33680,1.31809,0.79727,5,Ecoscience,0.61674
1818,-1.11340,0.18414,0.06214,5,Ecoscience,0.99451
1825,-0.50235,1.13635,-0.28090,5,Ecoscience,0.91993
1831,-0.00536,1.45915,0.07821,5,Ecoscience,1.05380
1837,-1.03029,1.16013,0.36314,5,Ecoscience,0.36308
1848,-0.53719,1.06414,0.75978,5,Ecoscience,0.33276
1851,-1.59651,0.49978,0.85996,5,Ecoscience,0.97137
1856,-1.34969,0.86658,1.23306,5,Ecoscience,0.86482
1858,-0.42990,1.00895,-0.04670,5,Ecoscience,0.72392
1859,-0.62882,2.08182,-0.64889,5,Ecoscience,1.65793
1861,-1.70831,0.71485,-0.12785,5,Ecoscience,1.17816
1862,-0.18776,0.36667,0.11686,5,Ecoscience,0.97767
1863,-0.76764,2.29911,0.65201,5,Ecoscience,1.32534
1870,-2.09503,0.95807,0.80608,5,Ecoscience,1.31607
1884,-1.01969,0.95614,0.05749,5,Ecoscience,0.56263
1892,-0.34878,1.61929,1.38824,5,Ecoscience,1.13052
1895,0.01169,0.64437,0.17357,5,Ecoscience,0.96407
1902,-0.17980,0.57712,1.86723,5,Ecoscience,1.48785
1910,-1.09462,0.09928,1.30888,5,Ecoscience,1.18117
1913,-0.61148,0.45487,0.32905,5,Ecoscience,0.60645
1915,-0.26259,0.41795,1.45617,5,Ecoscience,1.17341
1919,-0.44811,1.50443,0.16106,5,Ecoscience,0.75735
1921,0.34562,0.85260,0.97638,5,Ecoscience,1.21982
1926,-1.20286,1.58377,0.74278,5,Ecoscience,0.74816
1927,-1.33403,0.24580,-0.12115,5,Ecoscience,1.14187
1931,-1.35176,1.40227,1.15970,5,Ecoscience,0.91012
1935,-0.29104,0.60570,-0.21054,5,Ecoscience,1.00642
1946,-1.14882,0.10491,1.96850,5,Ecoscience,1.68038
1948,-1.79506,3.14148,1.30952,5,Ecoscience,2.49365
1950,-1.83307,1.45205,-0.13035,5,Ecoscience,1.33855
1951,-0.61824,1.29575,0.28688,5,Ecoscience,0.46669
1952,-0.77340,0.15692,0.30547,5,Ecoscience,0.86302
1953,-0.33742,0.42933,0.56277,5,Ecoscience,0.71624
1957,-1.65605,0.51644,-0.01444,5,Ecoscience,1.13685
1960,-0.47576,0.85163,1.45106,5,Ecoscience,0.94240
1964,-0.95070,1.13658,1.09814,5,Ecoscience,0.56772
1969,-0.73431,0.92789,1.14740,5,Ecoscience,0.57827
1970,-1.23158,0.68668,1.59676,5,Ecoscience,1.14666
1973,-0.20657,1.03040,1.28129,5,Ecoscience,0.92389
1981,-1.92502,0.24755,1.64796,5,Ecoscience,1.71738
1984,-1.39047,2.34341,1.19714,5,Ecoscience,1.61404
1985,-0.51417,2.10964,0.74563,5,Ecoscience,1.18104
1989,-2.23685,1.54023,1.25076,5,Ecoscience,1.68538
1992,-0.52169,0.40141,0.07206,5,Ecoscience,0.81280
1993,-1.11564,1.25910,-0.12227,5,Ecoscience,0.81599
2009,-0.67814,0.41514,-0.07966,5,Ecoscience,0.87073
2011,-1.54880,0.09446,0.72363,5,Ecoscience,1.16675
2018,-0.54106,0.24135,2.54316,5,Ecoscience,2.11690
2022,-0.49009,1.33449,-0.63548,5,Ecoscience,1.29960
2044,-1.84608,2.75844,0.80643,5,Ecoscience,2.07954
2045,-0.60862,0.59893,-0.37304,5,Ecoscience,1.03802
2047,0.03874,1.53786,0.26543,5,Ecoscience,1.05534
2056,-0.26944,0.77607,-0.35409,5,Ecoscience,1.08818
2066,-0.11868,0.07411,0.53003,5,Ecoscience,1.13125
2075,-0.42965,0.31264,0.52855,5,Ecoscience,0.76129
2077,-2.70851,0.12232,2.29359,5,Ecoscience,2.70694
2079,-1.10058,1.88847,1.58379,5,Ecoscience,1.39298
2083,-0.20784,0.40139,0.97474,5,Ecoscience,0.91687
2089,-1.09890,1.68341,-0.24111,5,Ecoscience,1.12041
2091,-1.24924,1.56277,-0.25158,5,Ecoscience,1.10863
2098,-1.77888,0.25298,0.11518,5,Ecoscience,1.30143
2102,-1.35116,0.08728,0.61292,5,Ecoscience,1.04702
2109,-1.19164,0.86419,0.53504,5,Ecoscience,0.40976
2111,-0.85085,1.08862,-0.49801,5,Ecoscience,1.07996
2115,-0.60862,1.21570,0.56868,5,Ecoscience,0.30621
2154,-0.46946,0.39711,-0.08070,5,Ecoscience,0.93504
2159,-0.16088,0.69259,0.77358,5,Ecoscience,0.72660
2168,-0.08953,0.76757,0.80890,5,Ecoscience,0.77623
2171,-0.10412,0.60006,0.74502,5,Ecoscience,0.80884
2172,-0.66265,1.40950,0.65458,5,Ecoscience,0.46117
2173,-1.86453,1.75343,1.07625,5,Ecoscience,1.41043
2180,0.06420,0.88838,0.11250,5,Ecoscience,0.98367
2196,-0.68514,0.81153,1.05687,5,Ecoscience,0.52210
2198,-0.25311,0.05822,1.01617,5,Ecoscience,1.15603
2206,-0.81478,1.24916,-0.36884,5,Ecoscience,0.98246
2211,-0.15699,0.04765,0.69569,5,Ecoscience,1.13581
2212,-0.10386,1.17547,0.58215,5,Ecoscience,0.72366
2213,-1.62956,1.40619,-0.83632,5,Ecoscience,1.69266
2243,-0.41885,0.18009,0.10178,5,Ecoscience,1.00143
2261,-1.36829,1.21001,0.53473,5,Ecoscience,0.61615
2272,-1.05436,1.15438,-0.43532,5,Ecoscience,1.05693
2276,-0.82273,1.61447,1.14577,5,Ecoscience,0.85650
2283,0.17441,0.67764,0.78158,5,Ecoscience,1.03952
2285,-1.17176,0.58925,0.03281,5,Ecoscience,0.76305
2287,-0.69153,0.23126,0.42657,5,Ecoscience,0.76739
2338,-0.12629,1.25427,0.89978,5,Ecoscience,0.79754
2346,-0.15105,0.13991,0.23168,5,Ecoscience,1.11268
2355,-1.13205,1.39950,-1.27352,5,Ecoscience,1.92513
2370,-0.00619,0.34083,0.89350,5,Ecoscience,1.06532
2396,0.00218,0.64280,0.46963,5,Ecoscience,0.87473
2398,-1.46929,0.88165,-0.24687,5,Ecoscience,1.06432
2402,-1.11922,0.13112,-0.28271,5,Ecoscience,1.24584
2403,-0.99714,0.49068,0.65765,5,Ecoscience,0.53085
2405,-1.46694,1.16565,0.79613,5,Ecoscience,0.72812
2415,0.05626,0.17854,0.94440,5,Ecoscience,1.22701
2421,-0.09867,0.27318,0.21196,5,Ecoscience,1.05710
2430,-0.33380,0.36246,0.52116,5,Ecoscience,0.77248
2469,-0.49876,0.33959,0.20715,5,Ecoscience,0.79450
2471,-0.32846,1.44230,0.80721,5,Ecoscience,0.70213
2479,-1.53550,0.79870,1.40737,5,Ecoscience,1.12527
2491,-2.12815,1.14255,1.63464,5,Ecoscience,1.70759
2502,-1.10368,1.51751,0.92339,5,Ecoscience,0.71187
2511,-0.14959,1.61751,-0.19818,5,Ecoscience,1.19629
2524,-0.70940,1.37571,-0.33278,5,Ecoscience,0.99569
2525,-1.45334,2.34919,1.05760,5,Ecoscience,1.59531
2549,0.17139,0.51078,0.76420,5,Ecoscience,1.09334
2553,-1.08523,0.83213,0.70406,5,Ecoscience,0.34512
2556,-0.83270,0.35257,0.50885,5,Ecoscience,0.62819
2574,-0.31026,2.19462,1.13227,5,Ecoscience,1.42624
2581,-0.84289,3.09072,1.51203,5,Ecoscience,2.31312
2586,-0.89812,1.85927,1.33572,5,Ecoscience,1.16965
2591,-0.75577,0.31623,1.82695,5,Ecoscience,1.41614
2595,-2.69121,3.10707,1.93260,5,Ecoscience,3.15619
2596,-1.34507,0.63791,-0.62682,5,Ecoscience,1.36243
2609,-0.23105,0.51762,-0.07867,5,Ecoscience,0.98020
2611,-1.11680,3.40422,1.26792,5,Ecoscience,2.54466
2613,-0.71332,1.22367,0.30363,5,Ecoscience,0.37703
2616,-0.25335,0.06006,0.44118,5,Ecoscience,1.07513
2624,-1.91040,0.35197,0.45409,5,Ecoscience,1.28002
2627,-1.12207,1.16368,0.94622,5,Ecoscience,0.52630
2640,-1.29366,0.48855,0.07161,5,Ecoscience,0.85755
2692,-1.09557,0.90520,0.28328,5,Ecoscience,0.42156
2696,-0.45717,0.47447,-0.17766,5,Ecoscience,0.96719
2709,-1.27618,1.12574,1.15672,5,Ecoscience,0.76682
2721,-0.62057,0.99132,0.23796,5,Ecoscience,0.38179
2722,-0.95214,0.30763,1.14637,5,Ecoscience,0.89283
2724,-0.41547,0.07521,0.50704,5,Ecoscience,0.98196
2759,-0.84513,0.24746,0.88832,5,Ecoscience,0.79478
2772,-2.29931,1.27303,-0.55818,5,Ecoscience,1.90291
2783,-1.63207,1.64519,0.08448,5,Ecoscience,1.17510
2792,-0.67632,0.47800,0.55110,5,Ecoscience,0.51395
2825,-0.83415,0.19172,0.69157,5,Ecoscience,0.79406
2848,-1.08043,0.91824,0.54072,5,Ecoscience,0.28886
2857,-0.59015,-0.07939,2.29395,5,Ecoscience,2.02825
2858,0.12568,1.53453,1.50016,5,Ecoscience,1.42258
2860,-0.36621,0.00756,1.04076,5,Ecoscience,1.15908
2861,-0.54562,1.36073,-0.40416,5,Ecoscience,1.08199
2864,-1.48143,2.12699,1.60416,5,Ecoscience,1.68768
2865,-0.23718,0.38479,2.03009,5,Ecoscience,1.66851
2869,-1.66593,1.02283,0.86225,5,Ecoscience,0.91397
2885,-1.19474,0.69734,0.59824,5,Ecoscience,0.48434
2888,-0.67298,2.14331,-0.04476,5,Ecoscience,1.32728
2890,-0.86152,0.03471,1.08082,5,Ecoscience,1.07079
2894,-0.30362,0.52467,0.27526,5,Ecoscience,0.73469
2896,-0.98402,0.50355,-0.05075,5,Ecoscience,0.80562
2911,-1.03475,0.71794,0.11475,5,Ecoscience,0.57777
2912,0.17104,2.74528,1.37105,5,Ecoscience,2.16909
2917,-0.93545,1.21693,0.80903,5,Ecoscience,0.36216
2918,-0.88722,0.65765,1.64989,5,Ecoscience,1.12470
2930,-0.29583,1.00426,0.69735,5,Ecoscience,0.51916
2931,-0.69684,0.45174,0.29511,5,Ecoscience,0.60339
2942,-0.94923,0.27966,1.34540,5,Ecoscience,1.04955
2943,-0.34747,0.93168,-0.35009,5,Ecoscience,1.03050
2945,-1.23403,0.26170,0.23698,5,Ecoscience,0.90207
2957,-0.61390,0.20140,0.51126,5,Ecoscience,0.79946
2966,-0.20171,0.11941,0.62674,5,Ecoscience,1.04620
2977,-1.16380,0.03121,1.70272,5,Ecoscience,1.51594
2980,-0.16993,0.42933,0.87224,5,Ecoscience,0.88551
2982,-1.73487,1.00058,0.10517,5,Ecoscience,1.04691
2989,-0.06245,0.25098,0.30763,5,Ecoscience,1.06816
2991,-0.48183,1.51169,1.85334,5,Ecoscience,1.42196
2995,-2.29670,0.56757,-0.76706,5,Ecoscience,2.05167
2996,-1.33474,2.26310,1.12671,5,Ecoscience,1.49885
2998,-1.42872,0.70485,0.98115,5,Ecoscience,0.79664
3002,-0.18823,0.65610,0.26403,5,Ecoscience,0.75693
3004,-0.78295,0.20755,0.45373,5,Ecoscience,0.77851
3005,-0.78724,0.72287,-0.30984,5,Ecoscience,0.92040
3014,-0.62166,1.47883,-0.94176,5,Ecoscience,1.60756
3017,-1.23964,2.12032,-0.03437,5,Ecoscience,1.36873
3021,-0.40850,0.16083,0.77426,5,Ecoscience,0.92620
3034,-0.05391,0.45970,0.60183,5,Ecoscience,0.90757
3051,-2.55573,0.94570,0.94191,5,Ecoscience,1.79438
3054,-0.53991,1.12892,-0.27332,5,Ecoscience,0.90007
3069,-0.61206,1.00417,1.58838,5,Ecoscience,1.03108
3072,-0.36227,0.32221,0.89016,5,Ecoscience,0.84770
3082,-1.20324,0.26089,0.42281,5,Ecoscience,0.83548
3084,-0.15273,0.05867,1.33757,5,Ecoscience,1.35731
3091,-0.89376,0.24229,0.60816,5,Ecoscience,0.74087
3111,0.08794,0.31347,0.80187,5,Ecoscience,1.13077
3115,-0.55596,0.17025,0.07936,5,Ecoscience,0.97712
3124,-0.70392,0.86000,1.19669,5,Ecoscience,0.63981
3157,-0.25506,1.39734,0.36842,5,Ecoscience,0.71854
3160,-1.33039,0.81413,0.46468,5,Ecoscience,0.56591
3163,-1.35350,0.53738,0.38112,5,Ecoscience,0.73289
3175,0.06538,0.72533,1.00051,5,Ecoscience,0.99615
3176,-1.42319,0.41937,0.47191,5,Ecoscience,0.84250
3179,-2.21205,0.21214,1.58171,5,Ecoscience,1.89550
3182,-1.20393,1.26532,0.12605,5,Ecoscience,0.66965
3183,-0.59215,1.96684,1.79107,5,Ecoscience,1.58213
3188,-0.73369,1.93665,0.07448,5,Ecoscience,1.08482
3189,-1.28979,1.21432,-0.41439,5,Ecoscience,1.12941
3190,-0.87602,0.79866,0.37585,5,Ecoscience,0.27757
3195,-1.09041,0.81193,1.26660,5,Ecoscience,0.76819
3196,-2.06565,0.77593,0.63227,5,Ecoscience,1.28314
3198,-0.32259,1.21122,-0.69985,5,Ecoscience,1.38114
3218,0.16576,1.64549,0.87760,5,Ecoscience,1.21292
3223,-0.18590,1.58246,1.61144,5,Ecoscience,1.34847
3224,-0.33964,0.48336,0.72946,5,Ecoscience,0.69175
3226,-2.49711,0.36495,0.72635,5,Ecoscience,1.81066
3227,-0.97848,0.77680,-0.55400,5,Ecoscience,1.16026
3239,-0.32249,1.36608,0.39734,5,Ecoscience,0.64107
3247,-1.46509,1.28973,0.27180,5,Ecoscience,0.79559
3249,-1.28671,0.24854,1.92786,5,Ecoscience,1.61173
3251,-1.24813,0.36868,1.54185,5,Ecoscience,1.22702
3256,-0.94933,0.12715,1.50748,5,Ecoscience,1.27020
3257,-0.24857,0.28037,0.90441,5,Ecoscience,0.94691
3261,-1.63074,0.80706,-0.40354,5,Ecoscience,1.29492
3262,-0.88327,1.01912,1.39911,5,Ecoscience,0.82958
3266,-0.80705,0.20846,1.48928,5,Ecoscience,1.19412
3287,-0.21704,2.48919,0.76712,5,Ecoscience,1.63244
3305,0.22316,0.87986,1.72027,5,Ecoscience,1.53857
3308,-0.67284,0.72562,0.31896,5,Ecoscience,0.38005
3313,-1.97595,0.48430,1.38926,5,Ecoscience,1.51304
3314,-1.00817,0.11824,-0.25298,5,Ecoscience,1.21049
3326,-0.82876,1.27781,-0.29513,5,Ecoscience,0.92120
3327,-0.87887,1.01363,1.33330,5,Ecoscience,0.76347
3330,-0.13691,1.53486,-0.32304,5,Ecoscience,1.24790
3337,-0.68343,1.16527,-0.36946,5,Ecoscience,0.97001
3340,-0.34299,1.60382,1.48980,5,Ecoscience,1.19967
3349,-1.62558,0.58303,-0.22626,5,Ecoscience,1.21608
3378,-0.07483,1.04895,1.50951,5,Ecoscience,1.18492
3379,-0.51707,0.44159,1.16875,5,Ecoscience,0.84764
3385,-0.30526,1.25505,-0.05025,5,Ecoscience,0.84425
3388,-3.59160,1.83275,0.78502,5,Ecoscience,2.92797
3392,-0.53078,0.83927,-0.51646,5,Ecoscience,1.13227
3394,-0.94791,0.25356,-0.12438,5,Ecoscience,1.01659
3398,-0.00985,0.65676,0.81395,5,Ecoscience,0.88485
3404,-0.28417,0.47927,1.32937,5,Ecoscience,1.04021
3428,-0.65214,0.24845,0.12952,5,Ecoscience,0.86601
3448,-0.82599,0.55851,0.87800,5,Ecoscience,0.51693
3455,-0.33913,0.96297,0.22724,5,Ecoscience,0.57709
3467,-0.33360,0.35932,0.00214,5,Ecoscience,0.96224
3474,-1.88367,1.12956,-0.08836,5,Ecoscience,1.28009
3500,-1.08935,0.54966,0.28853,5,Ecoscience,0.58998
3521,-0.88848,0.07975,0.72515,5,Ecoscience,0.91349
3531,-2.12182,1.93028,1.53366,5,Ecoscience,1.89144
3533,0.01482,2.10476,0.20095,5,Ecoscience,1.44092
3554,-0.26751,0.80444,-0.21924,5,Ecoscience,0.97122
3560,-2.19515,0.38348,0.58197,5,Ecoscience,1.51633
3562,-0.09855,2.80108,1.02738,5,Ecoscience,2.00640
3564,-1.18750,0.71277,0.76616,5,Ecoscience,0.50654
3571,-0.73637,2.74779,0.10142,5,Ecoscience,1.83466
3576,-0.78926,2.39504,0.72179,5,Ecoscience,1.42627
3580,-0.39226,1.81304,-0.84660,5,Ecoscience,1.69895
3584,-1.08534,0.10808,-0.03176,5,Ecoscience,1.09710
3601,-0.21748,0.34961,0.57954,5,Ecoscience,0.85540
3605,0.04625,0.64931,1.22169,5,Ecoscience,1.11389
3606,-0.02155,1.95028,1.45989,5,Ecoscience,1.52873
3628,0.10424,1.03538,0.98042,5,Ecoscience,0.99237
3641,-1.56437,1.80163,-0.53890,5,Ecoscience,1.58317
3648,-0.95593,0.70357,0.17978,5,Ecoscience,0.50496
3656,-0.41088,1.46811,-0.23901,5,Ecoscience,1.02726
3661,-1.05620,2.31522,1.53787,5,Ecoscience,1.66903
3666,-0.20344,0.42471,0.17601,5,Ecoscience,0.90488
3674,-0.44818,0.74064,0.87033,5,Ecoscience,0.51609
3676,-0.02297,1.37077,0.01810,5,Ecoscience,1.03374
3688,-0.12430,0.30224,0.18823,5,Ecoscience,1.02954
3689,-0.29775,1.44132,0.36209,5,Ecoscience,0.71640
3696,0.17736,0.89674,1.00577,5,Ecoscience,1.07069
3701,-0.21660,2.50819,0.16410,5,Ecoscience,1.68967
3706,-1.33252,1.17681,1.78327,5,Ecoscience,1.33582
3709,-1.41326,0.26503,1.98230,5,Ecoscience,1.69219
3710,-1.27591,0.74806,1.10189,5,Ecoscience,0.74619
3714,-0.40697,0.20126,1.23651,5,Ecoscience,1.09212
3716,-0.84796,2.21937,1.68199,5,Ecoscience,1.66524
3719,-0.40460,0.05888,0.32379,5,Ecoscience,1.02998
3732,-0.77733,0.39748,1.47337,5,Ecoscience,1.06908
3759,-0.02921,1.25970,0.56060,5,Ecoscience,0.82092
3771,-0.16126,0.47593,0.98417,5,Ecoscience,0.90852
3773,-2.07025,0.34082,1.37406,5,Ecoscience,1.63012
3782,-1.26915,1.42708,0.98831,5,Ecoscience,0.77107
3790,-0.46388,0.60442,0.22615,5,Ecoscience,0.61045
3801,-0.46265,-0.01998,1.09181,5,Ecoscience,1.17197
3802,-0.77016,0.36675,-0.00231,5,Ecoscience,0.84004
3805,-1.15304,1.29881,0.98756,5,Ecoscience,0.63183
3813,0.25748,1.50811,1.70672,5,Ecoscience,1.63741
3814,-1.59286,1.19801,1.39430,5,Ecoscience,1.16185
3831,-1.76573,0.23281,1.68929,5,Ecoscience,1.65177
3833,-0.11833,1.30376,1.14130,5,Ecoscience,0.94450
3836,-0.75759,1.33165,-0.61843,5,Ecoscience,1.24577
3848,-0.14132,0.72573,0.60903,5,Ecoscience,0.70518
3853,-0.53623,0.97729,1.47150,5,Ecoscience,0.93449
3859,0.02181,0.78376,1.03932,5,Ecoscience,0.96305
3875,-1.05535,1.30482,1.97940,5,Ecoscience,1.46492
3876,-0.23854,0.05497,0.48943,5,Ecoscience,1.08216
3886,-0.85236,0.38804,1.01627,5,Ecoscience,0.73742
3887,-0.97151,0.93211,0.92450,5,Ecoscience,0.39213
3888,-1.60477,1.23019,1.28432,5,Ecoscience,1.10276
3892,-1.66394,0.95697,-0.16469,5,Ecoscience,1.13775
3893,-0.48277,0.31942,1.40637,5,Ecoscience,1.10606
3894,-0.44261,0.06914,0.69342,5,Ecoscience,0.98213
3910,-0.61143,0.57180,-0.22815,5,Ecoscience,0.91866
3919,-0.98511,0.08120,1.00769,5,Ecoscience,1.01150
3934,-0.00829,2.24506,1.29692,5,Ecoscience,1.66042
3937,-0.30909,0.54230,2.17722,5,Ecoscience,1.73104
3940,-0.55171,0.50268,0.82693,5,Ecoscience,0.59108
3949,-0.64331,0.40216,0.64213,5,Ecoscience,0.59890
3954,-0.52930,2.03891,0.14471,5,Ecoscience,1.17772
3961,-0.74643,1.43258,-0.49981,5,Ecoscience,1.16870
3971,0.10334,0.21719,0.51979,5,Ecoscience,1.18096
3976,-0.93643,0.12045,0.72390,5,Ecoscience,0.87953
3979,-1.24487,0.22431,0.07566,5,Ecoscience,1.00655
