ID,Place (x),Knowledge (y),Action (z),K5Number,K5Name,K5Distance
3994,-1.33435,3.02014,0.39123,5,Ecoscience,2.12052
4006,-2.04252,1.20260,-0.92017,5,Ecoscience,1.95736
4011,-0.08473,1.27694,1.54911,5,Ecoscience,1.24517
4016,-0.57563,0.44753,0.93361,5,Ecoscience,0.67715
4025,-0.62037,0.99822,0.89444,5,Ecoscience,0.36703
4027,-0.22954,0.68606,0.75878,5,Ecoscience,0.66561
4039,-1.72118,0.24819,1.11934,5,Ecoscience,1.29465
4046,-1.00659,1.61575,1.31518,5,Ecoscience,0.99985
4048,-0.53152,0.71944,0.60646,5,Ecoscience,0.37265
4049,-0.43764,0.38663,0.84548,5,Ecoscience,0.74299
4055,-0.22399,1.24640,0.37019,5,Ecoscience,0.66789
4062,-0.05708,1.68447,1.04069,5,Ecoscience,1.12678
4065,-0.10484,0.16734,0.67523,5,Ecoscience,1.07111
4069,-3.02802,1.04549,2.07540,5,Ecoscience,2.68745
4071,-0.86827,1.05367,-0.59658,5,Ecoscience,1.17600
4077,-0.20222,0.59803,0.05249,5,Ecoscience,0.87912
4078,-0.80999,0.74087,-0.49753,5,Ecoscience,1.09801
4079,-0.45790,1.13182,-0.49836,5,Ecoscience,1.13698
4081,-1.70726,1.44785,0.16786,5,Ecoscience,1.10084
4087,0.56006,1.42590,1.67303,5,Ecoscience,1.80460
4089,-2.10797,0.36074,0.43215,5,Ecoscience,1.45304
4091,-0.68752,2.11089,0.29591,5,Ecoscience,1.17365
4112,-1.66619,0.64518,0.58045,5,Ecoscience,0.92778
4125,-0.82135,0.99048,-0.32572,5,Ecoscience,0.90097
4127,-0.10882,1.08856,1.61207,5,Ecoscience,1.25119
4140,-0.62375,0.32178,1.24745,5,Ecoscience,0.95488
4151,-0.44225,0.60553,0.06887,5,Ecoscience,0.72198
4152,-0.91449,2.16846,0.55799,5,Ecoscience,1.19771
4157,-0.56998,0.60408,1.80003,5,Ecoscience,1.30090
4159,-1.41973,0.29154,-0.14101,5,Ecoscience,1.16882
4163,0.19648,1.10149,0.67138,5,Ecoscience,1.00849
4176,-0.10160,0.64191,0.97592,5,Ecoscience,0.87171
4177,-2.45846,2.02042,0.80501,5,Ecoscience,1.97355
4190,-1.62210,0.54082,0.48111,5,Ecoscience,0.93547
4193,-2.66352,0.94306,0.94440,5,Ecoscience,1.90053
4200,-1.00919,0.78277,0.13214,5,Ecoscience,0.52674
4201,-0.92217,1.09210,-0.56113,5,Ecoscience,1.14844
4205,-1.66780,1.41103,-0.41000,5,Ecoscience,1.38301
4207,-0.77925,0.78992,1.01114,5,Ecoscience,0.47488
4208,-0.14106,0.13646,0.60123,5,Ecoscience,1.06762
4215,-0.94544,0.14500,-0.22878,5,Ecoscience,1.16548
