ID,Place (x),Knowledge (y),Action (z),K5Number,K5Name,K5Distance
1378,0.89745,0.01551,1.79130,4,Indigenous Justice,1.10954
1379,-0.04253,-1.39886,2.16684,4,Indigenous Justice,1.69846
1392,0.10726,-0.68825,0.58572,4,Indigenous Justice,0.95152
1394,0.28856,-0.54127,0.15828,4,Indigenous Justice,1.08528
1399,0.82504,-0.77187,0.38037,4,Indigenous Justice,0.61667
1402,1.71420,-2.05869,1.66926,4,Indigenous Justice,1.66691
1403,1.28970,-1.14044,0.11314,4,Indigenous Justice,1.00614
1408,0.89870,-1.50630,0.46714,4,Indigenous Justice,0.92776
1410,1.08264,-0.59629,-0.07206,4,Indigenous Justice,1.06484
1411,2.24272,-1.90638,1.62913,4,Indigenous Justice,1.84600
1412,0.14185,-2.58719,1.35518,4,Indigenous Justice,2.06450
1414,1.64106,-0.87489,1.45441,4,Indigenous Justice,0.83242
1418,1.36272,-0.87688,0.11352,4,Indigenous Justice,0.95875
1424,0.27956,-1.44239,1.43791,4,Indigenous Justice,1.09186
1426,0.64050,0.73866,2.42171,4,Indigenous Justice,2.08993
1430,-0.08780,-1.40576,1.47729,4,Indigenous Justice,1.35049
1450,0.86047,-0.79030,0.79240,4,Indigenous Justice,0.22379
1454,2.80281,-0.69449,0.99349,4,Indigenous Justice,1.83044
1459,1.76481,-2.14197,1.31389,4,Indigenous Justice,1.64877
1491,0.32019,-1.11190,0.81758,4,Indigenous Justice,0.77039
1494,0.79172,0.00911,0.69186,4,Indigenous Justice,0.81789
1497,0.74318,-1.78361,1.06986,4,Indigenous Justice,1.07703
1500,0.46369,-0.69886,2.30450,4,Indigenous Justice,1.42141
1503,1.24187,-0.40351,0.14557,4,Indigenous Justice,0.93559
1512,0.01237,0.06700,2.33974,4,Indigenous Justice,1.84958
1514,0.29987,-0.13504,0.79692,4,Indigenous Justice,0.91986
1516,0.06282,-0.04914,0.67191,4,Indigenous Justice,1.18019
1530,1.18009,-1.31616,1.98711,4,Indigenous Justice,1.18264
1579,0.12164,0.57349,2.64865,4,Indigenous Justice,2.28672
1585,0.58263,-0.67084,1.20378,4,Indigenous Justice,0.45550
1589,0.17693,-0.08583,1.84062,4,Indigenous Justice,1.34153
1590,1.13004,0.11969,1.37162,4,Indigenous Justice,0.95438
1595,1.10821,-0.32254,0.54028,4,Indigenous Justice,0.61668
1657,0.90266,-1.34279,-0.43612,4,Indigenous Justice,1.54060
1669,1.50739,-0.49468,0.07824,4,Indigenous Justice,1.07382
1693,1.41144,0.44194,1.37155,4,Indigenous Justice,1.31656
1697,0.88993,-0.92070,0.29507,4,Indigenous Justice,0.71241
1704,3.49105,-1.05093,1.22543,4,Indigenous Justice,2.54988
1716,0.23108,-0.08524,0.30573,4,Indigenous Justice,1.19367
1757,2.23104,-0.69277,1.28114,4,Indigenous Justice,1.29487
1758,0.82778,0.61154,1.50588,4,Indigenous Justice,1.45395
1781,1.74891,-0.15919,0.34092,4,Indigenous Justice,1.15758
1789,0.42607,-0.05114,1.05276,4,Indigenous Justice,0.87910
1797,0.62705,-0.14135,0.64250,4,Indigenous Justice,0.76486
1799,0.20567,0.31734,1.22083,4,Indigenous Justice,1.32509
1820,1.61819,-0.43379,-0.19965,4,Indigenous Justice,1.37625
1828,1.21187,-1.90666,0.51270,4,Indigenous Justice,1.28274
1845,1.00482,-0.53607,-0.05393,4,Indigenous Justice,1.05143
1877,1.11952,0.14205,0.86543,4,Indigenous Justice,0.89669
1882,-0.14325,-0.09893,1.49653,4,Indigenous Justice,1.38557
1899,0.37296,-0.32490,0.98169,4,Indigenous Justice,0.72694
1905,-0.13605,-0.04570,1.30253,4,Indigenous Justice,1.34566
1917,1.06112,-0.35814,2.23700,4,Indigenous Justice,1.31732
1925,1.46908,-0.92237,0.17871,4,Indigenous Justice,0.95913
1928,0.64865,-1.15104,0.97223,4,Indigenous Justice,0.52720
1934,1.33239,-1.22827,1.78467,4,Indigenous Justice,1.01143
1938,1.29081,-0.76372,0.50000,4,Indigenous Justice,0.57471
1943,0.65952,-1.53142,1.40676,4,Indigenous Justice,0.95695
1947,0.57205,0.73080,1.77795,4,Indigenous Justice,1.71768
1959,0.22876,0.12943,1.49460,4,Indigenous Justice,1.25243
1963,1.98812,0.57607,1.33330,4,Indigenous Justice,1.69614
1965,2.01168,-0.33646,2.17693,4,Indigenous Justice,1.63578
1966,0.19957,-0.67447,1.48970,4,Indigenous Justice,0.92932
1972,1.01919,-0.07585,1.63317,4,Indigenous Justice,0.93083
1976,2.53915,-1.67383,0.18499,4,Indigenous Justice,1.99063
1982,-0.18661,-0.02744,1.75177,4,Indigenous Justice,1.56348
1991,0.15328,-0.44169,0.74632,4,Indigenous Justice,0.90094
1994,0.58896,-0.04088,0.68573,4,Indigenous Justice,0.84566
1996,0.44302,-0.71117,0.25380,4,Indigenous Justice,0.89763
1997,0.88804,0.21312,1.19156,4,Indigenous Justice,0.97596
2017,0.60084,-0.39839,0.07459,4,Indigenous Justice,1.03345
2019,0.51196,-0.62327,0.20825,4,Indigenous Justice,0.90414
2020,2.17705,-3.44733,1.53947,4,Indigenous Justice,3.01992
2025,0.47323,-1.55082,1.10685,4,Indigenous Justice,0.96500
2027,-0.07141,-0.59082,1.48535,4,Indigenous Justice,1.17002
2033,1.10803,-1.27145,0.94239,4,Indigenous Justice,0.55398
2040,1.79203,-1.46262,-0.70049,4,Indigenous Justice,2.00424
2042,0.80618,-0.24643,1.53694,4,Indigenous Justice,0.76115
2048,1.53750,-1.90431,1.17359,4,Indigenous Justice,1.31279
2055,0.45283,-1.47139,1.48427,4,Indigenous Justice,1.03370
2069,0.10126,-0.31510,0.32846,4,Indigenous Justice,1.16542
2100,2.84549,-1.76427,1.79682,4,Indigenous Justice,2.28818
2106,0.83598,-0.87390,0.02255,4,Indigenous Justice,0.97504
2134,2.21309,-0.73645,-0.27754,4,Indigenous Justice,1.76474
2146,0.65119,-0.44446,0.08714,4,Indigenous Justice,0.99079
2149,1.11012,-1.02837,0.04980,4,Indigenous Justice,0.98291
2162,0.56947,-1.32197,-0.05719,4,Indigenous Justice,1.25631
2199,0.59579,-1.02901,0.00896,4,Indigenous Justice,1.08044
2201,0.31432,-0.58640,1.01922,4,Indigenous Justice,0.67648
2208,1.19657,-0.59938,0.33313,4,Indigenous Justice,0.69592
2210,-0.00848,-0.65941,0.91708,4,Indigenous Justice,0.98620
2251,0.08912,-0.91100,1.10834,4,Indigenous Justice,0.91044
2259,1.24283,-0.17320,1.72753,4,Indigenous Justice,0.97510
2274,0.75736,-0.56605,1.33563,4,Indigenous Justice,0.45063
2275,1.28057,-0.28790,0.91133,4,Indigenous Justice,0.54713
2309,-0.03440,-0.60462,0.98343,4,Indigenous Justice,1.01577
2321,0.78083,-0.41493,-0.04771,4,Indigenous Justice,1.09158
2324,0.54354,-0.18875,1.36179,4,Indigenous Justice,0.79404
2342,1.39900,-1.32197,0.20691,4,Indigenous Justice,1.05836
2351,0.22754,-0.51812,0.84005,4,Indigenous Justice,0.78853
2352,0.53489,-0.19093,0.46587,4,Indigenous Justice,0.86632
2354,0.96931,-0.64820,0.15571,4,Indigenous Justice,0.82684
2358,1.26788,-2.29639,1.02712,4,Indigenous Justice,1.58939
2364,0.93132,-0.79432,0.19625,4,Indigenous Justice,0.78501
2365,2.45219,-0.93510,2.07848,4,Indigenous Justice,1.85456
2366,0.49749,-0.86575,0.89954,4,Indigenous Justice,0.49915
2367,1.01417,-0.63834,0.52645,4,Indigenous Justice,0.46364
2368,-0.06950,-0.64598,1.25375,4,Indigenous Justice,1.08197
2369,1.98829,-1.44245,-0.16455,4,Indigenous Justice,1.68411
2371,1.61986,-0.27201,0.04459,4,Indigenous Justice,1.22654
2372,0.92768,0.37428,1.88682,4,Indigenous Justice,1.43509
2373,0.96789,-1.85404,-0.03389,4,Indigenous Justice,1.50838
2377,1.21119,-0.05465,2.37463,4,Indigenous Justice,1.57191
2385,0.53338,-1.61235,1.58840,4,Indigenous Justice,1.15538
2414,1.34934,-0.94624,0.71644,4,Indigenous Justice,0.50453
2419,1.28881,-1.04669,0.34980,4,Indigenous Justice,0.76894
2423,0.23423,-1.01700,0.46628,4,Indigenous Justice,0.94167
2426,0.01125,-0.88766,1.26510,4,Indigenous Justice,1.01509
2431,3.31890,-1.32400,0.85588,4,Indigenous Justice,2.42179
2432,2.22621,-0.40982,0.56480,4,Indigenous Justice,1.35922
2443,0.14794,-1.05967,0.61094,4,Indigenous Justice,0.95937
2445,1.07447,-1.58896,0.29259,4,Indigenous Justice,1.09937
2446,1.50560,-1.01386,-0.13730,4,Indigenous Justice,1.26692
2458,0.39534,-0.17268,0.71833,4,Indigenous Justice,0.84712
2466,1.97739,-0.80515,1.21833,4,Indigenous Justice,1.03521
2474,0.55167,-0.93193,0.69892,4,Indigenous Justice,0.54214
2482,1.23895,-1.23308,-0.49188,4,Indigenous Justice,1.57443
2492,0.07810,-0.05039,1.01720,4,Indigenous Justice,1.12758
2498,-0.13433,-1.58213,1.71989,4,Indigenous Justice,1.57906
2505,0.13915,-0.48049,0.21643,4,Indigenous Justice,1.15759
2507,0.88571,-2.36304,2.17623,4,Indigenous Justice,2.02306
2508,2.22687,0.31722,2.81771,4,Indigenous Justice,2.46276
2509,0.39946,-0.55631,0.12999,4,Indigenous Justice,1.03920
2514,1.30995,-1.28218,-0.27588,4,Indigenous Justice,1.40878
2516,0.33790,-0.34214,0.45535,4,Indigenous Justice,0.91157
2517,-0.02260,-0.01294,0.89384,4,Indigenous Justice,1.23289
2518,1.05574,-0.60871,0.65576,4,Indigenous Justice,0.35596
2519,1.67619,-0.98861,1.54370,4,Indigenous Justice,0.93745
2540,1.59543,-0.74557,0.04497,4,Indigenous Justice,1.12164
2542,0.99436,-0.82807,1.83652,4,Indigenous Justice,0.86383
2562,0.44077,-0.28845,0.39072,4,Indigenous Justice,0.90981
2565,0.05929,-2.62317,1.85477,4,Indigenous Justice,2.27316
2569,1.81422,-1.41123,0.20093,4,Indigenous Justice,1.32979
2571,1.66284,-0.57542,-0.22012,4,Indigenous Justice,1.39174
2583,2.04565,-0.37699,1.41199,4,Indigenous Justice,1.21147
2584,0.94977,-0.51324,1.19593,4,Indigenous Justice,0.31210
2585,3.31409,-0.67892,2.02528,4,Indigenous Justice,2.56540
2588,0.83976,-0.82532,1.38389,4,Indigenous Justice,0.43658
2594,-0.23094,-1.08620,2.01329,4,Indigenous Justice,1.62611
2602,0.93027,-0.97850,0.89605,4,Indigenous Justice,0.26005
2607,0.45156,0.04446,1.02992,4,Indigenous Justice,0.93950
2617,0.68606,0.40027,1.25946,4,Indigenous Justice,1.20467
2619,0.45083,-0.83756,0.56462,4,Indigenous Justice,0.67367
2623,1.17217,-2.29479,1.80760,4,Indigenous Justice,1.77758
2685,0.79269,-1.27450,0.03296,4,Indigenous Justice,1.10277
2698,0.96542,-0.18285,0.72142,4,Indigenous Justice,0.60922
2699,0.68921,-2.32269,2.04801,4,Indigenous Justice,1.93521
2705,1.85023,-1.50399,1.24203,4,Indigenous Justice,1.19591
2715,1.70032,0.16971,1.07463,4,Indigenous Justice,1.16520
2720,0.72110,-1.20214,1.05140,4,Indigenous Justice,0.53540
2725,0.34018,-0.31732,0.31154,4,Indigenous Justice,1.00956
2727,0.55892,-1.65629,0.73481,4,Indigenous Justice,1.03854
2728,0.46000,-0.34646,1.06960,4,Indigenous Justice,0.65018
2733,1.48722,-1.28027,1.77543,4,Indigenous Justice,1.09426
2735,1.26449,-0.87229,-0.15027,4,Indigenous Justice,1.17330
2736,0.91085,0.19245,1.66023,4,Indigenous Justice,1.15336
2737,0.50617,-1.62752,1.97126,4,Indigenous Justice,1.41436
2745,0.11687,-0.45143,0.28538,4,Indigenous Justice,1.13713
2804,0.47407,-0.30225,0.60501,4,Indigenous Justice,0.75863
2816,0.78494,-0.94526,-0.09626,4,Indigenous Justice,1.11053
2820,2.59199,-2.61572,0.21568,4,Indigenous Justice,2.59579
2822,0.92113,-1.01646,0.92498,4,Indigenous Justice,0.29067
2826,1.82503,-1.82982,-0.26195,4,Indigenous Justice,1.86043
2829,2.19067,-2.19455,2.17145,4,Indigenous Justice,2.24423
2830,0.43473,-0.93712,0.70859,4,Indigenous Justice,0.63472
2836,1.09183,-0.09022,1.77379,4,Indigenous Justice,1.03139
2853,0.47065,-0.00886,1.20237,4,Indigenous Justice,0.91130
2854,2.30568,-1.48109,2.10102,4,Indigenous Justice,1.89570
2856,1.34883,-0.43670,0.97652,4,Indigenous Justice,0.48015
2873,1.38606,0.52141,2.60903,4,Indigenous Justice,2.10017
2875,1.62227,-1.49996,1.17308,4,Indigenous Justice,1.02193
2876,0.19473,0.00878,2.89860,4,Indigenous Justice,2.20187
2878,1.27974,-1.53792,-0.06194,4,Indigenous Justice,1.34891
2881,1.94625,-0.52568,1.71979,4,Indigenous Justice,1.24167
2884,0.78008,-0.21029,1.93921,4,Indigenous Justice,1.11218
2887,0.44782,-0.68547,1.16092,4,Indigenous Justice,0.55828
2889,1.45022,-1.67070,1.45859,4,Indigenous Justice,1.15484
2900,1.05763,-1.16748,1.02807,4,Indigenous Justice,0.44317
2902,1.14506,-1.12721,1.14877,4,Indigenous Justice,0.46081
2909,1.89511,-1.45428,2.53143,4,Indigenous Justice,1.94438
2978,0.19517,-0.99759,1.41866,4,Indigenous Justice,0.93158
3023,1.82770,0.00637,0.42285,4,Indigenous Justice,1.26056
3058,0.17931,-0.71990,0.35768,4,Indigenous Justice,1.00735
3063,2.16027,0.28750,1.53788,4,Indigenous Justice,1.66423
3068,0.75832,0.00050,1.59718,4,Indigenous Justice,0.98541
3071,0.02042,-0.24895,1.21856,4,Indigenous Justice,1.09624
3080,0.47655,0.26890,0.65431,4,Indigenous Justice,1.16606
3094,0.05073,-1.08600,2.40067,4,Indigenous Justice,1.73133
3101,0.28455,0.21970,0.57047,4,Indigenous Justice,1.24581
3104,1.39441,-0.84403,0.29810,4,Indigenous Justice,0.80725
3122,1.12444,-1.75572,1.62692,4,Indigenous Justice,1.21869
3129,-0.06422,-0.60921,1.12938,4,Indigenous Justice,1.05569
3131,0.53166,-0.64466,1.67347,4,Indigenous Justice,0.82867
3152,0.36094,0.54650,1.79832,4,Indigenous Justice,1.64035
3158,0.18885,0.00544,0.75631,4,Indigenous Justice,1.10122
3164,0.57791,-0.04836,1.06091,4,Indigenous Justice,0.79681
3169,0.66061,-0.73414,0.89325,4,Indigenous Justice,0.32358
3199,1.02318,-1.22011,0.69437,4,Indigenous Justice,0.56383
3205,0.42828,0.32996,0.91207,4,Indigenous Justice,1.19830
3208,0.82449,-0.22622,-0.01597,4,Indigenous Justice,1.12656
3216,0.46400,-0.86280,0.25853,4,Indigenous Justice,0.89037
3220,1.29950,-0.03372,1.63485,4,Indigenous Justice,1.01515
3221,2.09801,-1.44385,0.53548,4,Indigenous Justice,1.40127
3225,0.71004,0.01027,2.16532,4,Indigenous Justice,1.42653
3228,1.35170,-0.07400,0.60467,4,Indigenous Justice,0.84867
3233,1.82841,-0.47747,-0.39238,4,Indigenous Justice,1.63591
3238,1.24777,-0.38911,0.65126,4,Indigenous Justice,0.54970
3240,0.56242,0.37540,1.73035,4,Indigenous Justice,1.40302
3242,3.72786,-0.05224,2.06987,4,Indigenous Justice,3.04119
3244,0.94660,-0.15067,1.09915,4,Indigenous Justice,0.59773
3245,1.36155,-1.10628,1.05603,4,Indigenous Justice,0.54287
3246,0.45647,0.04569,1.48155,4,Indigenous Justice,1.06320
3258,0.59915,-0.00958,0.14750,4,Indigenous Justice,1.16452
3260,0.39936,-0.01813,0.68962,4,Indigenous Justice,0.96256
3264,2.35168,-1.14517,0.88938,4,Indigenous Justice,1.44111
3271,2.34832,-1.24375,1.02152,4,Indigenous Justice,1.46701
3276,0.59245,-0.26335,1.63573,4,Indigenous Justice,0.89456
3283,0.74490,0.97845,2.15839,4,Indigenous Justice,2.09349
3286,1.68222,-0.22131,0.58025,4,Indigenous Justice,0.96206
3290,1.86954,-0.72586,1.75708,4,Indigenous Justice,1.18790
3294,1.25575,-1.53592,1.77291,4,Indigenous Justice,1.16312
3304,0.16180,0.23140,2.05455,4,Indigenous Justice,1.65881
3319,0.72022,1.04599,2.03416,4,Indigenous Justice,2.08632
3324,0.62884,-0.19967,0.59798,4,Indigenous Justice,0.74144
3336,1.48605,0.00806,0.22806,4,Indigenous Justice,1.17404
3342,1.14046,-0.90137,0.35559,4,Indigenous Justice,0.66554
3346,1.65893,-1.52312,1.53597,4,Indigenous Justice,1.18429
3355,1.09788,-2.18268,-0.29723,4,Indigenous Justice,1.93296
3358,0.84636,-0.26059,1.25041,4,Indigenous Justice,0.56186
3362,0.53001,-0.52753,0.89281,4,Indigenous Justice,0.49659
3363,0.65119,-1.89301,-0.02354,4,Indigenous Justice,1.56414
3365,1.07242,-0.08941,1.19389,4,Indigenous Justice,0.68835
3366,0.44357,-1.35819,-0.04014,4,Indigenous Justice,1.30558
3368,0.75944,-1.15463,1.11326,4,Indigenous Justice,0.48953
3375,1.68811,-1.39438,2.64289,4,Indigenous Justice,1.92818
3384,1.22422,-0.40730,0.65268,4,Indigenous Justice,0.52593
3395,1.68319,-1.58766,-0.31607,4,Indigenous Justice,1.70451
3402,0.73064,-1.40264,0.56144,4,Indigenous Justice,0.82304
3403,-0.30231,-0.82009,2.30718,4,Indigenous Justice,1.84397
3406,2.29757,-0.71105,-0.79738,4,Indigenous Justice,2.21520
3408,0.31629,-1.50803,1.11054,4,Indigenous Justice,1.02259
3413,0.54042,-0.50585,0.14900,4,Indigenous Justice,0.96274
3415,0.09997,-0.57231,0.44510,4,Indigenous Justice,1.03563
3423,0.95039,-1.45068,0.99302,4,Indigenous Justice,0.71580
3424,1.10850,-0.38728,0.99473,4,Indigenous Justice,0.37396
3426,1.03763,-1.56704,-0.23242,4,Indigenous Justice,1.46997
3432,0.00080,-0.09853,0.93447,4,Indigenous Justice,1.16295
3442,1.11099,-0.59678,0.20386,4,Indigenous Justice,0.79843
3449,0.54312,0.18433,0.82219,4,Indigenous Justice,1.02706
3451,0.85156,-0.88066,1.34459,4,Indigenous Justice,0.41263
3454,2.67261,-3.37365,-0.12534,4,Indigenous Justice,3.32666
3456,0.45097,0.22794,1.50313,4,Indigenous Justice,1.21500
3480,0.26592,-0.86307,1.40354,4,Indigenous Justice,0.83503
3497,0.19062,0.07290,0.62998,4,Indigenous Justice,1.17744
3514,1.87742,-0.80372,-0.01177,4,Indigenous Justice,1.34252
3526,0.58907,-0.42486,0.67116,4,Indigenous Justice,0.58126
3535,1.03514,-0.06790,0.24404,4,Indigenous Justice,0.99399
3573,1.21657,-1.92397,0.20178,4,Indigenous Justice,1.44032
3578,1.40209,-1.76223,1.80680,4,Indigenous Justice,1.38767
3579,0.84475,-0.46140,0.10863,4,Indigenous Justice,0.92043
3581,1.74117,-1.31185,1.16939,4,Indigenous Justice,0.97939
3598,0.17147,0.37123,1.78941,4,Indigenous Justice,1.58915
3620,0.21399,-0.57096,1.48681,4,Indigenous Justice,0.92840
3627,0.05111,-1.32775,1.52494,4,Indigenous Justice,1.22466
3642,0.27177,-0.81518,0.55760,4,Indigenous Justice,0.82136
3649,0.34532,-0.40491,0.19977,4,Indigenous Justice,1.05291
3664,0.18401,0.07193,0.95878,4,Indigenous Justice,1.12893
3670,0.29760,-1.29631,1.04824,4,Indigenous Justice,0.88069
3672,0.92661,-0.58070,-0.17078,4,Indigenous Justice,1.16001
3679,1.62714,-1.21623,-0.70094,4,Indigenous Justice,1.86490
3684,0.71407,-0.04954,0.77762,4,Indigenous Justice,0.75994
3708,1.56379,-1.27116,1.26266,4,Indigenous Justice,0.84692
3718,1.00166,-0.10789,1.03223,4,Indigenous Justice,0.63049
3720,0.86898,-2.01682,0.08991,4,Indigenous Justice,1.56252
3734,0.37996,0.16354,0.44609,4,Indigenous Justice,1.20104
3744,0.76136,-0.55374,0.92230,4,Indigenous Justice,0.28432
3748,0.32053,0.12302,1.48272,4,Indigenous Justice,1.19048
3751,0.78785,-1.27442,-0.24431,4,Indigenous Justice,1.34859
3786,1.57530,-1.95142,1.69770,4,Indigenous Justice,1.53612
3787,0.00433,-0.96211,0.90609,4,Indigenous Justice,0.99734
3791,0.97480,-0.83951,2.31742,4,Indigenous Justice,1.34352
3796,0.63311,-1.62169,-0.00226,4,Indigenous Justice,1.36447
3803,0.41006,-1.06916,1.82738,4,Indigenous Justice,1.07225
3809,0.56170,-0.84384,0.85779,4,Indigenous Justice,0.44191
3810,0.77485,-1.25306,1.08009,4,Indigenous Justice,0.56360
3812,2.16138,-1.77741,1.17684,4,Indigenous Justice,1.59306
3822,0.51200,-0.50366,0.22944,4,Indigenous Justice,0.90905
3823,2.40520,-0.51199,-0.24581,4,Indigenous Justice,1.89709
3841,2.58825,0.25446,1.92355,4,Indigenous Justice,2.11739
3842,1.17298,-0.71860,2.72172,4,Indigenous Justice,1.75530
3843,1.91745,0.24975,0.89469,4,Indigenous Justice,1.36733
3846,0.20130,-0.73216,1.13252,4,Indigenous Justice,0.78694
3847,1.29076,-0.39757,1.89002,4,Indigenous Justice,1.02325
3855,1.95930,-1.33103,1.51586,4,Indigenous Justice,1.27167
3858,2.53114,-1.74724,2.74429,4,Indigenous Justice,2.56358
3860,0.50844,0.06539,1.59442,4,Indigenous Justice,1.11221
3865,0.88814,0.03473,1.80272,4,Indigenous Justice,1.13160
3866,0.64956,-0.02254,0.79103,4,Indigenous Justice,0.80475
3873,1.97239,-0.17421,0.48794,4,Indigenous Justice,1.24659
3874,1.87627,-0.69858,1.08709,4,Indigenous Justice,0.91068
3878,0.71192,-0.55453,0.92931,4,Indigenous Justice,0.32123
3884,1.13274,-0.85183,1.23845,4,Indigenous Justice,0.32707
3905,1.37759,0.02693,0.81513,4,Indigenous Justice,0.87830
3907,2.04378,-2.16591,0.33314,4,Indigenous Justice,1.89973
3908,1.27983,-0.63692,0.70867,4,Indigenous Justice,0.42001
3909,0.71115,-0.41728,0.37279,4,Indigenous Justice,0.73206
3913,1.30061,-1.58979,-0.38599,4,Indigenous Justice,1.64247
3920,1.35946,-1.50748,0.41427,4,Indigenous Justice,1.03115
3924,0.50421,-0.66690,1.53637,4,Indigenous Justice,0.73226
3927,0.06555,-0.86740,1.37483,4,Indigenous Justice,0.99912
3928,1.86817,-1.27972,0.97282,4,Indigenous Justice,1.04777
3930,0.71758,-0.04044,0.63715,4,Indigenous Justice,0.81503
3935,0.58714,-0.59357,0.80705,4,Indigenous Justice,0.44511
3947,0.83857,-2.12832,0.25110,4,Indigenous Justice,1.57690
3951,1.07177,-1.47732,0.99377,4,Indigenous Justice,0.74866
3959,0.86857,-0.42383,0.88560,4,Indigenous Justice,0.34129
3962,0.32143,-0.17832,0.82675,4,Indigenous Justice,0.87040
3963,0.51688,0.32798,0.98996,4,Indigenous Justice,1.15708
3973,0.84334,-1.11136,0.43540,4,Indigenous Justice,0.67267
3987,0.24296,-0.47374,0.80631,4,Indigenous Justice,0.79418
3989,0.05757,-1.87306,1.85568,4,Indigenous Justice,1.70369
3990,0.70478,0.34293,2.06941,4,Indigenous Justice,1.55755
3992,0.51157,-1.94978,0.86536,4,Indigenous Justice,1.30393
3997,0.59555,-0.82036,0.88786,4,Indigenous Justice,0.39715
4012,0.65283,-1.12528,2.31006,4,Indigenous Justice,1.42443
4022,0.52672,0.03866,0.73841,4,Indigenous Justice,0.92499
4029,0.42572,-0.10124,0.91766,4,Indigenous Justice,0.83975
4033,1.17055,-0.71755,1.91253,4,Indigenous Justice,0.95543
4035,1.54029,0.47399,2.06725,4,Indigenous Justice,1.72370
4036,0.54029,-0.03627,0.28644,4,Indigenous Justice,1.07428
4037,0.54090,0.51644,2.13840,4,Indigenous Justice,1.76079
4040,-0.00536,-0.20569,0.93483,4,Indigenous Justice,1.11330
4041,0.14318,-0.34673,1.32185,4,Indigenous Justice,0.97865
4042,-0.10794,-1.09483,1.57627,4,Indigenous Justice,1.28662
4043,1.72451,-1.01512,0.84278,4,Indigenous Justice,0.81329
4045,0.30492,-1.01915,0.52203,4,Indigenous Justice,0.85707
4052,-0.23191,-0.08411,1.65963,4,Indigenous Justice,1.52985
4053,2.24228,-0.44839,0.15537,4,Indigenous Justice,1.53958
4056,0.76467,-0.45022,0.97748,4,Indigenous Justice,0.35310
4070,0.64485,-1.13803,1.54158,4,Indigenous Justice,0.76644
4072,0.64023,-2.11309,-0.49009,4,Indigenous Justice,2.04055
4083,0.70848,0.04684,0.34867,4,Indigenous Justice,1.03816
4098,0.04808,-1.09933,1.63582,4,Indigenous Justice,1.19187
4101,1.77070,-1.04578,0.36985,4,Indigenous Justice,1.05005
4120,0.94296,-0.95654,2.54319,4,Indigenous Justice,1.58108
4121,1.87832,-1.11834,1.24928,4,Indigenous Justice,1.01984
4130,0.67837,-0.44412,1.97500,4,Indigenous Justice,1.07969
4134,1.17481,-0.82537,0.01557,4,Indigenous Justice,0.98743
4141,0.34731,-0.59011,2.49569,4,Indigenous Justice,1.64804
4145,0.58607,-1.84216,0.34365,4,Indigenous Justice,1.33300
